review,sentiment
"On the way back from IMC6 (San Jose, California), all five (mind you, three of us hardcore Kamal fans) of us had reached a unanimous verdict; VV was solid crap and thanks to the movie we were going to have a pretty screwed up Monday. Not to mention, we swore to stay off the theatres for the next year.I won't blame Kamal here because he sort of dropped a hint in a recent interview with cartoonist Madan (on Vijay TV). He said something like, ""Tamizh Cinema'la Photography, Editing'la namba munnera'na maadri Screenplay, Direction, Acting'la innum namba munnera'la"" (Tamil Cinema has grown in terms of Photography and Editing, but we have hardly improved, when it comes to Screenplay, Direction and Acting""). While you're watching VV, those words ring very true.Now, here are the 10 Reasons to hate this movie:1. Harris Jeyaraj2. Harris Jeyaraj3. Harris Jeyaraj I'm barely holding myself from using expletives here, but fact is HJ has mastered the fine knack of screwing up every recent movie of his (remember 'Anniyan', 'Ghajini') with the jarring cacophony, he bills as background music. The next time I have an eardrum transplant, he's paying for it. 4. Songs Neither do the songs help move the movie's narration spatially/temporally nor do they make you sit up and take notice. The film feels like it's made of four VERY long songs with a few scenes thrown in between them.5. A Short gone too far. VV at best is fit to be a short story, not a 2 hour plus ""thriller"". To use a cliché here, like the Energizer bunny it goes on and on and on; only in this case you don't want it to. The later part of a movie feels like a big drag.6. Kamal-Jothika pairing Two ice cubes rubbed together could've produced more sparks than this lead pairing. There's no reason you would root for them to make it together. In fact every time they get together in the second half of the movie, they make a good irritant to the narration. Hate to say this, but Kamalini Mukerjhee's 10 minute romancing does more than what Kamal and Jothika achieve in this movie plus 'Thenali'.7. Kamal Haasan's accent Kamal has this pretentious accent that nobody speaks either in India or in the US; and it isn't new either. He's been doing it since 'Thoongadae Thambi Thoongadae'. It's simply gets on the nerve. Imagine what havoc it can cause when his flair for using this strange accent meets shooting on location in the US. He doesn't leave it at the Immigration either, he offers doses of advice to his men (bewildered TN Cops from Keeranor, Sathoor and beyond) in chaste Kamanglish (""Wha we hav here is plain bad police wok""), of course with nauseating effect.8. Logic There are a few directors whom you expect to stand up to a certain scale. Gautam fails us badly with some crappy performance in the Department of common sense. Which D.C.P in his senses would meet his love interest on the streets to discuss such matters as committing himself and life after! The scene inside the theatre was so bad, towards the climax; we could hear people behind us loudly challenge the Hero's IQ. ""Is he stupid, can't he just use his Siren or Lights?"" (On a busy Madras road, Kamal-the-cop-on-a-police-Jeep chases a guy on a bike just like any ordinary dude!). ""Can't he just use his gun?"" (""The guy on a bike"" starts on foot and we have a fully geared Kamal in hot pursuit for a considerable amount of time). I'm not voting in favour of the later, but I'm just trying to explain the mood inside.9. Gore & Violence If I wanted to watch women being raped, their throats getting slashed, more women getting raped and thrown into the bushes with excruciating authenticity, I would sit at home and rather watch a ""Police Report"" or ""Kuttram"". The use of excessive violence should go in a way to extend the story, not overwhelm it! Somewhere down the line Gautum seems confused about what the extensions (rapes, murders) are and what the mainstay (story) is!10. Even a double shot Espresso couldn't get the pain out of the head.",0
"This amazing documentary gives us a glimpse into the lives of the brave women in Cameroun's judicial system-- policewomen, lawyers and judges. Despite tremendous difficulties-- lack of means, the desperate poverty of the people, multiple languages and multiple legal precedents depending on the region of the country and the religious/ethnic background of the plaintiffs and defendants-- these brave, strong women are making a difference.This is a rare thing-- a truly inspiring movie that restores a little bit of faith in humankind. Despite the atrocities we see in the movie, justice does get served thanks to these passionate, hardworking women.I only hope this film gets a wide release in the United States. The more people who see this film, the better.",1
"I enjoyed the cinematographic recreation of China in the 1930s in this beautiful film. The story is simple. An older male performer wants to pass on his art to a young man although he has no living children. The faces of the actors are marvelous to see. The story reveals the devotion and gratitude of children to those who treat them well and their longing to be treated well. The operas in the film remind me of FAREWELL MY CONCUBINE, which was more sophisticated and intricate. The story here reminds me of a Dickens tale of days when children were almost chattel. The plot is a bit predictable and a bit too sentimental for me but well worth the time to view for the heroism, humanity, and history portrayed.",1
Shame on Julia Roberts and John Cusack. They are so talented and should not have had any part in this movie. The storyline was dumb and predictable. The jokes were not funny. The romance was not really romance. I was all too happy when this movie ended.,0
"I pretty much liked every character on this show from the start except Reba herself. She comes off as an holier than thou type and quite frankly a big Bully. And that stinks because she is in every scene and every episode. In the later seasons Van becomes unlikeable too,like a spoof of his former self. and Kyra walks around sneering and being miserable.The first 3 to 4 seasons are pretty good if you overlook Reba. Towards the end its pretty bleak.. In basically every episode Barbara jean Is walking around being dumb,Reba is being mean to her,but poor Ole Barbara jean desperately wants Reba to like her which results in Barabara jean telling Reba how awesome she is in every episode. I think it is pretty clear to see Reba has self esteem issues and wants to be seen as this all forgiving saint. Its really a shame too because other than her the show had such potential.",0
"Being American, I have not been exposed to this character before, which is good because some of you have been disappointed. I have nothing to compare it to. I have found no enjoyment in the mindless idiot humor in the American teen movies, and although this is a slightly similar type of humor, I couldn't stop laughing. I hardly ever laugh out loud at a movie. And usually a movie has a few funny parts for me, but this movie was funny from start to finish. My only disappointment was when it was over. I'm actually going to buy this on DVD when I find it.",1
"Fantastic Mr. Fox is a comedy based on the classic Roald Dahl book. Wes Anderson directs, and respectably takes the short book of the same name to the big screen in a full length film. While I respect what Anderson, an incredibly talented man did, the film seemed to have gotten lost in its own clever spirit. Anderson seems to have left the story behind knowing that he is a talented man, and if this happened to be a bad film, it would be his first bad film. Just like when you go to school and have your first bad day, this is Anderson's first bad day in film making, so I am going to let him off easy. I will admit it did have a cleverness and nice spirit to it, and the animation is nice, but the film gets progressively harder to get into, leaving the story behind and having random shots of random things happening. The characters are good, also. Jason Schwartzman voices Mr. Fox (George Clooney)'s smart ass son, Ash, and especially engaging. The film does not quite make it up to a level of terribleness, but it certainly gets closer and closer as it goes along. I'm sure Wes Anderson will get back on track with another amazing film when and where he decides to make another film, but for now, I'm sorry, Wes Anderson, this film of yours was a big disappointment.",0
"The first film was quite hip and had amusing moments, this film doesn't exactly have the same standard. Calvin Palmer (Ice Cube) is still trying to keep his barbershop going, but this isn't just against stylist Gina (Queen Latifah) with a beauty shop next door, but soon enough a big barbershop chain called Nappy Cutz opening across the street. Calvin, along with co-workers and friends Eddie (Cedric the Entertainer), Jimmy (Sean Patrick Thomas), Terri (Eve) and Isaac Rosenberg (Troy Garity), they are doing everything they can to keep regular customers coming, and ultimately their business running against the competition. Also starring Michael Ealy as Ricky Nash, Leonard Earl Howze as Dinka, Harry Lennix as Quentin Leroux, Robert Wisdom as Alderman Brown, Jazsmin Lewis as Jennifer, Kenan Thompson as Kenard and Bad Company's Garcelle Beauvais-Nilon as Loretta. I didn't like this film as much as the first because of the unnecessary flashbacks about Eddie, and it isn't as witty, I just got bored of it. Okay!",0
"The movie had so much potential, but due to 70's technology constraints and also a weak script killed the main plot of the film. The book version of the film was much better, and well conceived. If it had been done right in the beginning with sources from the book, it could have been a very cool classic.",0
"Fever Pitch has many of the clichés we have come to identify with Hollywood romantic comedies: a relationship between two people with little in common, the secret he's been hiding that she discovers, the inevitable breakup, and the very public  well, I won't go any further but you get the picture. In spite of its predictability, it works, especially if you love baseball as I do, though I'm not quite as obsessive as Ben Wrightman, a Boston schoolteacher played by Saturday Night Live comedian Jimmy Fallon.Adapted from a novel by Nick Hornby by veteran screenplay writers Lowell Ganz and Babaloo Mandel, Ben is a lifelong Boston Red Sox fan whose Uncle gave him season tickets when he was seven years old and he's been kind of stuck emotionally at that point all of his life to the detriment of his relationships with women. Ben is not just a fan but a ""fanatic"" who travels to Fort Meyers, Florida each winter for the Red Sox Spring Training games and never misses a home game during the regular season. His family does not consist of parents or siblings but the fellow groupies who attend each game with him and his bedroom is not a place to sleep but a Red Sox museum to visit.When he falls for business consultant Lindsay Meeks (Drew Barrymore), he is threatened with the possibility of having to grow up but Ben is not quite ready to do that. He would rather attend the Yankee series than go with her to Baltimore to meet her parents or to go to Paris with her and miss the Anaheim series. It takes his relationship being on the verge of dissolving, for him to stop and think about his priorities, especially when a pint-size Dr. Phil wannabe asks him, ""You love the Red Sox, but have they ever loved you back?"" While the premise of Fever Pitch is that some things are more important than baseball (perish the thought), you would never know it from the way things turn out. Of course, to any one familiar with the history of the Boston Red Sox, it is a team that will break the hearts of its most die hard fans -- but this is 2004, the year the curse of the Bambino came to an end and as the Red Sox move to a new level, Ben might just do the same. Both lead performances are excellent and the Farrelly Brothers even manage a pretty gross gag. While Fever Pitch will never be mistaken for an art film, it is a joyous romp that will have to go down as one of my guilty pleasures. Go Blue Jays!.",1
"I saw this movie in its own time period, when having a baby out of wedlock not only ruined your life, but stamped your child as a bastard. In these days of 'single mothers' that may seem very far-fetched, but it was very true. And I'm not crazy about laughing at someone who is stammering, either. Between these two problems I had difficulty finding this movie funny. At that time I didn't know who had directed it or what a marvelous reputation he had. I did know who Betty Hutton was, and she just made me nervous because she was so frenetic. I loved ""Bringing Up Baby"", but I find this movie just embarrassing. I'm sure the punch at some church functions probably was spiked, but I was the one needing a drink after watching this again. The idea the girl would have to be drunk in order to 'get married' and get pregnant just added to the misery. An entire town could turn on you under these circumstances, so the outcome of this movie is really the funny part. Of course, shoot me, I don't like ""It's a Wonderful Life"" either.",0
"""The Bubble"" is an effort to make a gay Romeo & Juliet type of story with an Israeli and a Palestinian, although it seems to come at it by way of ""Friends"" or ""Beverly Hills 90210."" The characters are shallow and trite as are the dialog and plot line. The movie seems torn between fluff and depth. On the one hand there is a pointed effort at being shallow as (in one example of many) some minor characters even ask questions that invite development of insight into the conflicts at hand, and get answers like, ""Hey, we're here to make a poster for a rave against the occupation. Don't get political!"" Beyond the obvious absurdity of such a line, it's just one of many ham-fisted signals that the movie is just as hollow and insubstantial as its title suggests. On the other hand, the movie's main pretension to depth follows the lovers to a presentation of ""Bent"" a play about gays in a Nazi labor camp. The scene on stage is awkwardly rushed, undermining its erotic power (understandable given the constraints of film-time, but still this could have been edited to much better effect.) and comes off as flimsily as the rest of the film. Too bad. This play deserves much better.The characters are so one-dimensionally cartoony some even have names that telegraph their entire (though the word seems inappropriate here) substance. The aggressive soldier from the crack Golani brigade is named ""Golan."" The militant Palestinian is named ""Jihad."" The striving-for-chic faghag roommate is ""Lulu."" Anyone familiar with the checkpoints and life in Palestine, whether from real life or documentaries will find the checkpoint scenes as absurdly unreal as well, the rest of this fluffy fantasy. When a Palestinian woman goes into the fastest labor on record Israeli soldiers are solicitous and helpful, an ambulance shows up in minutes. (The outcome of the birth serves to show the Palestinians as unappreciative of Israeli beneficence and even downright paranoiac.) Altogether the checkpoint is shown as a mere nuisance, not the series of bone-numbing, soul-crushing, humiliating obstructions with no regard for medical care or necessity in cases of birth, death, or severe illness. Ashraf, the Palestinian lover, seems to get through from Nablus to Tel Aviv with no problems, no papers, no hassles. He just shows up whenever he likes. When the Israelis want to get through it is much more of a challenge involving a scheme worthy of Lucy Ricardo.Against the backdrop of nice, supportive Israelis and surly homophobic Palestinians we move to a resolution that is utterly lacking in motivation or purpose  except as a painfully obvious dramatic device to milk sympathy for the forbidden lovers.Gay Israeli-Palestinian romance has been handled on stage with much more skill and depth as in Saleem's ""Salaam/Shalom"" so this film is hardly even as groundbreaking as some people would like to think.Gloriously bad films  like the works of Ed Wood -- at least have some striking idiosyncrasy to distinguish them. This one doesn't even have that going for it. Most of the sound track sounds like Simon and Garfunkel on quaaludes, and even with the weird oedipal touches to the gay sex scenes, the general incompetence that pervades this movie plays out like a mediocre TV-movie-of-the-week.",0
"This is a very bland and inert production of one of Shakespeare's most vibrant plays. I can only guess that the intent was to make the play as accessible and understandable as possible to an audience that has not been exposed to Shakespeare before. By doing this, though - by making every line clear and every intent obvious - they have drained the play of life and turned it into a flat caricature. Somehow, it is actually boring - a very hard feat given such wonderful material.The acting is forgettable at best - Sam Waterston as Benedick and Douglas Watson as Don Pedro. Others, however, do not fare so well. April Shawnham's Hero is a pouty, breathless airhead that frequently provokes winces. Jerry Mayer's Don John is a nonsensical cartoon character on the level of Snidely Whiplash (though Snidley was much more enjoyable).F. Murray Abraham (you know, the guy who killed Mozart?) is not in this version, unless he was in disguise and had his name removed from the credits.Given that the producer, Joseph Papp, is basically a theater god, this production is not only disappointing but head-scratching as well.Don't bother with this. Watch Branagh's Much Ado instead - his version is overflowing with vitality and humor, to say nothing of wonderful performances.",0
"Easily one of the ten best movies of the 20th century. In Cold Blood is brilliant in the simplicity and realism of its storytelling, and absolutely riveting.Robert Blake walks away with the film. The story seems to be presented almost entirely from Perry's viewpoint, despite Dick being the leader and planner of the pair. The viewer will invariable perceive Dick as being more unstable, immature, and generally feel like Perry would not have been pulled into this nightmare but for Dick and his need to be somebody and pull off a big score.Based on a true story with particular attention to accuracy, In Cold Blood depicts the story behind the brutal and senseless murder of a rural Kansas family one cold, windy night, because Dick has bought into an age-old rural myth about prosperous farmers having a safe full of cash in their home. As ""prosecutor"" (a character that isn't given a name in the script), played by Will Geer, so astutely points out, their lives are bought for only $10 a head. Director Richard Brooks wisely chooses not to share with us the gruesome details of the murders until the end of the film, prior to this we only know it has happened and watch the lives of Dick and Perry slowly unravel as they attempt to escape not only being apprehended by law enforcement, but also Perry's own ever-escalating sense of impending doom. He repeatedly makes remarks, ""No one ever gets away with a thing like that,"" and ""I can't help thinking we left something behind that belongs to us."" Dick is neither mature nor moral enough to feel any compelling sense of guilt over their crime, only irritation at Perry's. Indeed, after they are caught, it is Dick who breaks first, and suddenly faints when finally confronted with irrefutable proof that places the two men at the scene of the crime. I felt somewhat sorry for Perry from the very beginning of the film, and more-so as events progressed, but I only loathed Dick.The genius of the film is the engaging manner in which the story is played. We do not for a moment think we are watching actors portray characters, but that we are watching the actual participants and events as they occurred. The story is unrelenting, taunt, the run time slightly in excess of two hours feels more like just a few minutes.For those of you who are interested in such things, I noticed a couple of the ""Goofs"" listed here on the IMDb page for In Cold Blood are incorrect or exaggerated. Such as the ""reversed"" process shot, at the beginning of the film, as Dick and Perry are driving across the bridge into Kansas. To begin with, this isn't even a process shot, the camera is actually positioned in the backseat and the image you see beyond the windshield of the car is real. A large cargo truck located to the left front of Dick's Pontiac creates the optical illusion that they are going backward because it is traveling at a greater rate of speed, but closer examination will reveal that they are indeed going forward and it is an actual shot filmed from a moving vehicle. As I previously stated, this is one of the ten best works of 20th century cinema, not recommended for the very young due to some course language and implied and inferred violence (no actual in your face gore as a modern film would resort to), but a thoroughly excellent film.",1
"Surely the Gershwin family realizes this is one of America's greatest opera. You have thousands of fans of this opera waiting for it to be released on DVD. Please don't be so stubborn, give us a break. Think of the joy and wonder you can bring to a starved public for quality music, by releasing this great GEM. Don't wait until the film is beyond repair. The cast is first rate, the music is just awesome, we need beautiful music in today's world. It may never be filmed again with such a great cast again. With today's home theater systems,wonderful sound systems and need for great music, I'm pleading with the Gershwin family to reconsider and release this awesome movie. Thanks So Much",1
"Admittedly, I watched the MST3K version of this, but it's not actually too bad outright, at least compared to others which deserve my cinematic hatred.The story centers around a troubled girl wrongly sent to a ""reform school"" called Girls' Town. Along way, races, redemption, and wackiness (unintentional) happen. The story and acting are a little flat, as is the action. However, the entire thing is actually entertaining to a degree if you are absolutely bored.Overall, just a simple sub par 50's flick, but far from the worst movie ever made, with some bright spots in the movie (The Ave Maria sequence was good for me).If you get a chance to watch the MST3K version, you won't be disappointed. By it self, not so much, but I can think of worse methods of torture (""Spiker"" anyone?).",0
"OK, so I'am chilling in my room when mom knocks on the door. I open the door and what do I see in her hands? ""SLEEPY HOLLOW HIGH"". I thinking it has to be an older horror movie, because there's noway anyone could be stupid enough to name a movie that after The blockbuster hit ""Sleepy Hollow"" starring Johnny Depp. But to my surprise the movie is at least two years older then the original. That alone should have stopped me from putting it into the V.C.R. But no I had to take a chance, I had to believe that this movie could have one small ray of hope. Little did I know that the rays where no where to be seen.Number one, the story line is so ridiculous that it's probably true in some country bumpkin town. Two, the actors seem more like people real life people who just happen to wonder on the set when the director yell cut. Three, just about any movie starring the director is always awful. But the funny thing is that this is yet another movie directed by Kevin Summerfield. I've become to rely on his movie to bring me to the floor with side splitting laughter.Where to start on this movie? I know, let's start with the jogger in the woods. The camera lighting was so bad that I lead to believe that the jogger was standing still and the camera man was running. I love how the woman's stop to eat a candy bar. I mean it's just about dark, or just about light, who could tell with the camera lighting. And she stops running to eat a candy bar, I mean a CANDY BAR WHAT THE HELL. So she ends up being the first victim because of stupidity, and already I'am ready to break the tape, find the director, burn his little hands.Then out of nowhere some guys like trying to fix a car that probably been broken for some years now. Then in come the fake Mack 10 and a very real prostitute, who happen to be part of our main charter cast.The some of the movie is about a group of kids who all get into trouble. And are given the choice to pick up trash in the Sleepy Hollow park or face suspension forever. There sent in the woods with one of the teachers(Mr.E or a.k.a Kevin Summfield) who suppose to watch over them and make sure that all goes accordingly. The funniest thing is how undeveloped the charters really are. I mean what is with the fake Mack 10 dude and who's ever heard of Hacker trying to kill themselves. And some how one of the students has had an affair with the teacher Mr. E, before all of this community service crap had even came up. Yet the school still thought it was a cool idea for them to let him go. Also there's one student named J who purpose in the movie is to keep annoyingly popping up out of no where trying to make the audience jump, when all he really does is add to the cheapness of the film. The sound was so horrible in this movie. I mean there was one seen when two guys are fighting, and the guy punches the other guy in the stomach, and out of the T.V. comes this sound effect that sounds like someone punching a stale wooden box. It began horribly and ended dangerously stupid, even my taste. I will say this though, the music in the back ground made the scenes look some what tolerable. But not that much tolerable. My conclusion is this, if you want to left at yet another movie that Kevin Summfield took serious buy ""Sleepy Hollow High.P.S I'am still thinking about shooting myself to remove those images of the fake Mack 10. AHHHHHHHHHHHHHHHHHHHHHHHHHHH",0
"There must have been some interesting conversations on the set of Eagle's Wing, with Martin Sheen straight off Apocalypse Now co-starred with the actor he replaced on Coppola's film, Harvey Keitel. A real unloved child of a movie, dating back to the last major batch of Westerns in 1979-80, it was much reviled at the time for being made by a British studio and director (conveniently ignoring the fact that many of the classic American westerns were directed by European émigrés), which seems a bit of an over-reaction.The plot is simplicity itself, as Martin Sheen's inexperienced trapper finds himself fighting with Sam Waterston's nonosyllabic Kiowa warrior over the possession of a beautiful white horse, the Eagle's Wing, across a harsh and primitive landscape in a time ""before the legends began."" Aside from Caroline Langrishe's captive Irish governess, the supporting cast have little to do (Stephane Audran never even gets to open her mouth) and it is a little slow, but Anthony Harvey's film does boast terrific Scope photography from Billy Williams and a good score from Marc Wilkinson.",1
"""Foxes"" is one movie I remember for it's portrayal of teenagers in the late 1970's. As I am exactly Jodie Foster's age, I related to this movie. It deals with the frustrations, temptations, relationships & rebellion of youth. The soundtrack is great with inspiring rock eg. ""More Than a Feeling"" by Boston and sad numbers like ""On the Radio"" by Donna Summer. The music of my late teens. Yep, I'll always remember this one, even if it wasn't huge.",1
"I first encountered Arthur Penn's ""Four Friends"" late one night on HBO. Having never heard of it, I expected very little, but watched because I was interested in seeing what a creation by a teaming of Penn and screenwriter Steve Tesich would be like. For the next two hours or so, I sat mesmerized, watching this incredible teaming of talent and the story they wove. A semi-autobiographical tale of a young immigrant to America growing up amidst the turbulence of the 1960s, ""Four Friends"" follows the story of Danilo, an eastern European immigrant (the brilliant Craig Wasson), from his arrival in the United States through a decade that changed the American landscape. Accompanying Danilo on his journey are his friends Georgia (the radiant Jodi Thelan, in a role that sadly, she has never had the opportunity to equal), Tom (Jim Metzler) and David (Michael Huddleston). ""Four Friends"" covers way too much territory for me to attempt to explain it here, but if you haven't seen this film, I urge you to find a copy (it's just been released on DVD) and watch it. You won't be disappointed. Tesich's script is wonderfully poignant  at times funny, at times incredibly sad, but always fascinating and honest. Penn directs with a sure hand, and an obvious love for the period and the people whose lives we're following. The cast is uniformly superb. This film should have made a major star out of Wasson who is truly one of this country's most wasted talents. Jodi Thelan, not your standard brainless Hollywood sexpot, heats up the screen in a performance that makes the audience fall in love with her character as easily as the characters in the film. Metzler and Huddleston subtle performances could easily be overlooked in the shadow of their co-stars, but they are excellent and help anchor the film. Also superb are Miklos Simon and Elizabeth Lawrence as Danilo's parents, as well as Reed Birney and Lois Smith. I have not been without a copy of ""Four Friends"" since the day after I first saw it on HBO those many years ago. It has been and remains one of my all-time favorite films for more than 20 years now. I can't recommend it enough and feel, if you give it a chance, you'll feel the same way.",1
"Seldom do I give up on a movie without seeing the entire show. This is particularly true when I have rented it on DVD. Syriana was one in which I did give up. Half way through I turned it off in bored disgust.This movie is disjointed, boring, confusing and lackluster. The acting was dry and without credible portrayals. The general plot was good but developed in such an insipid and boring fashion that it failed to grasp my attention or interest. The multiple sub plots often failed to connect to each other and seemed more like random stories than an actual connected plot. Too bad such a serious subject and such great actors could create such a flop. I cannot imagine this movie receiving any nominations much less an award.",0
"Well, I'd heard from somewhere that Ossessione is a precursor to the Italian film genre, and particular favourite of mine, the 'Giallo'...but actually, aside from the fact that this is a thriller that was made in Italy; the two have pretty much no relation. In the sixties and seventies, Italian film-makers would get themselves a reputation for ripping off just about every successful American film released. They've not done that here, but Ossessione does follow almost the exact same story as the later American film 'The Postman Always Rings Twice', without giving the book's author, James M. Cain, so much as a credit! Anyway, the plot focuses on Gino Costa, a handsome drifter who, by chance, stumbles upon a café where a woman named Giovanna Bragana works. He soon learns that she's married to Giuseppe; a big fat annoying man, whom Giovanna can't stand to have even touching her. He wants the pair of them to run away together, but she's not so keen on the idea. However, fate ends up intervening and her plan to have her husband murdered is successful...Despite the fact that the film loses some credibility for not crediting the author whose story it's based on, it has to be said that director Luchino Visconti implements the film noir style well, and in a way I even prefer the atmosphere of this film to some of the bigger American noir classics. The story is, as you would expect, extremely strong and the Visconti manages to pull good performances out of his cast. Visconti drags the film out a little bit too much, however, and with a running time of almost 135 minutes, I felt that the story was too thin to warrant this kind of length. I almost feel guilty for levelling all this criticism at Ossessione as it IS a good film, but it's not a 'great' film. The relationship between the two central characters is never really explored properly, and it seems like the film is keener to distract us from it rather than let us into the characters' heads. There's not much mystery to the plot as we pretty much always know what's going on, and by not always focusing on the characters themselves; the film is not as interesting as it could have been. Still, it makes for an interesting viewing and comes recommended for that reason...although it's not as good as the 1946 version of the same James M. Cain classic.",1
"A few buddies and myself have the strange hobby of seeking out really horrendous and utterly obscure (for a good reason) horror flicks and then subsequently watching them under the influence of mind-broadening consumer goods like alcohol and/or soft drugs. Surely a lot of people do this, but they watch movies like the ""Godzilla"" remake, whereas we torment our eyes and brains with stuff like ""The Loch Ness Horror"". And, eureka, this is a prototypic bad movie! We open traditionally, with bag pipes music during the opening credits. This is, of course, to emphasize extra to us dumb viewers that the story is supposed to take place in the Scottish highlights and not in director Larry Buchanan's birthplace Texas. For that exact same reason, the cast members are seemingly also instructed to overact tremendously and talk with talk with atrocious accents. The American marine biologist Prof. George Sanderson arrives in Loch Ness with some brand new and highly sophisticated sonar equipment to track down the whereabouts of the legendary monster in the lake. Meanwhile, there are many other parties hanging around the lake, like a group of kids on a Science Camp (what a boring way to spend your vacation), retired army generals looking for a Luftwaffe plane that crashed in the lake during WWII and a bunch of thieves and failed scientists that are steeling the monster's egg. You would think that these numerous sub plots bring some diversity and excitement in the plot, but unfortunately that's not the case. ""Loch Ness Horror"" is an overall boring flick with only a couple of noteworthy elements. The monster itself, for example, is a delightfully cheesy creation with cute eyes and a smoky breath. His teeth also glow in the dark, which is quite useful when you're dumb enough to go out on a boat ride in the middle of the night. Near the end of the film, the remaining cast members were more interested in the lost Luftwaffe plane than in the monster, so it was about time to wrap it up. ""Loch Ness Horror"" is carefully recommended in case you're a fan of bad B-movies from the 80's, but be advised that it contains an overload of senseless dialogs and a bizarrely rushed ending that makes it look as if the film suddenly ran out of budget.",0
"I kind of like Bam Margera, so I was curious. But watching a home production with somebody elses friends and family, with a decent camera and a sound guy, just isn't good film-making. Writing, direction, acting and editing is abysmal at best. But I sat through half of it. And why?This film gives perfect examples of what not to do, it is a film student's dream of what to avoid at every stage of the process. Cram it into film school curiculums all over the joint!So thanx Bam! Now I know Jackass is for real - cause you ain't looking to win an Oscar, dude:)",0
"A teenager who seems to have it all commits suicide. It leaves his family and his best friend (Keanu Reeves) asking a lot of questions...and blaming themselves.Good idea, badly handled. For starters this HAS been done before 1988--mostly in TV movies and After School Specials. Aside from some swearing and dialogue (hence the PG-13 rating) this added nothing new. The outcome is predictable and Reeve's attempts at acting were truly painful to watch. He's good NOW but not in 1988. Aside from that his character was dressed like a slob and always looked so dirty is was hard to build up sympathy.That aside the movie is dull. I saw every scene coming and every ""surprise"" was telegraphed. I basically couldn't wait for this thing to get over.I have a vague recollection of seeing it in a theatre in 1988 and hating it (it bombed BADLY). It still looks lousy almost 20 years later. The subject is worth handling but it's been done better (with better acting) in countless other movies. ""Ordinary People"" comes to mind. You can skip this one.",0
"Nothing happens.Then characters with no personality don't develop.Then the end never comes because there's no beginning and no middle.There are beautiful shots that are made not beautiful because they aren't even allowed to be, because this movie isn't even THERE. There's no ""is"" in this movie because there's no plot or characters or themes or ideas or symbolism or discussion or dialog or point. There's nothing! There is a good point: it has a good soundtrack. But the sound editing is such and the movie proper is such that watching it isn't even worth your time, so if you're really interested, I'd suggest going and buying the soundtrack or something. You'll get everything you can from this movie without all the fatigue, headache, and impatience.--PolarisDiB",0
"When this movie was made in 1980, I was a teenager in the football stands playing as part of the audience. This was done at Mooseheart, Illinois. The big letters spelling out ""MOOSEHEART"" at the top of the stands were covered up with a banner in the movie. The director would tell us to cheer loudly at certain points, as if a touchdown was being made. St. Charles juvenile correction center is a real place less than 30 miles from Mooseheart, although I think it may have closed down recently. During one scene, they show a black woman and a white man in the audience watching the game. Right below them, you can see my sister Noel's head (she was 11 at the time). In the VHS version, I can only see the top of her head, but when I saw it on TV in 1981 I could see her whole head and my sister Jacqui as well.I thought the movie itself was OK for a made for TV movie. Since there's already a description of the movie here, I need not repeat it. It's worth seeing at least once.",0
"- When the local sheriff is killed, his wife takes over until and is determined to clean-up the town. Not everyone in town, however, is happy with what she's doing. When the sheriff orders a curfew in town, the local saloon owner (also a woman) hires a killer to take care of the sheriff. There's no way the saloon owner could know that the sheriff and the killer would fall in love.- Gunslinger is an example of what happens when you have a fairly interesting concept and combine it with poor execution. There's a good movie here somewhere trying to get out. In more capable hands or with a larger budget, Gunslinger might have been an entertaining look at the role of women in the Old West. As it is, Gunslinger is a sloppy mess of a movie.- There are just so many things wrong with the movie: a supporting cast with no acting ability, stilted and unnatural dialogue, and sets that look like sets. But the biggest offender is the editing. I was amazed at how many times a scene would begin with the actors (and horses for that matter) obviously waiting for Corman to yell ""Action"". The best is the scene of two riders on horseback just standing beside a building. All of a sudden, they take off and come racing around the corner like they had been riding hard for several miles. Or, take the example of people who can seemingly transport themselves across town. We see a man enter a building and a second later emerge across town to mount his horse.- It's not as if Corman didn't have a few decent actors to work with. While none were great stars, Beverly Garland, John Ireland, and Allison Hayes were all capable of turning in a good performance. But, in Gunslinger, they're not given much to work with.- I have now seen both the MST3K and non-MST3K versions of the movie. I would strongly recommend going the MST3K route.",0
"The Unborn is a Roger Corman production and as such is nasty and tasteless. If you hate pregnant women, check out this movie because it's chock full of preggo killings and failed abortions. Brooke Adams stars as Virginia. Her and her square of a husband go to some fancy fertilization clinic because they can't have kids on their own. There they meet Dr. Meyerling (James Karen of ROTLD 1 & 2). Dr. Meyerling has had a very high success rate at getting couples pregnant. (Insert joke here.) Is it because he's creating some genetic killer supermutant babies? That's what Virginia starts to think when she starts having some odd side effects and extreme moodiness from the treatment. That's when she starts taking matters into her own hands.On this one, you'll have to get the rest of the details somewhere else because if I told ya all the goodies this one had you might hurt yourself putting it on your Netflix rental queue too quickly. It's a bit slow-moving for a while but once it picks up in the final third, all systems are go! Very highly recommended by me on the strengths of its un-PC fetal violence. 33 1/2 out of seventeen stars.",1
